2023-05-10 13:52:47,159 [main] INFO  [FederatedClientApplication] [RRN="] - [STAN="] - Starting FederatedClientApplication on Hasnain-Rabbani with PID 22884 (E:\Workspace\Eclipse\zeroinfinity\thesis\federated-client\federated-client\target\classes started by hp in E:\Workspace\Eclipse\zeroinfinity\thesis\federated-client\federated-client) 
2023-05-10 13:52:51,064 [main] INFO  [DefaultSecurityFilterChain] [RRN="] - [STAN="] - Creating filter chain: Ant [pattern='/v2/api-docs'], [] 
2023-05-10 13:52:51,064 [main] INFO  [DefaultSecurityFilterChain] [RRN="] - [STAN="] - Creating filter chain: Ant [pattern='/configuration/ui'], [] 
2023-05-10 13:52:51,064 [main] INFO  [DefaultSecurityFilterChain] [RRN="] - [STAN="] - Creating filter chain: Ant [pattern='/swagger-resources/**'], [] 
2023-05-10 13:52:51,064 [main] INFO  [DefaultSecurityFilterChain] [RRN="] - [STAN="] - Creating filter chain: Ant [pattern='/configuration/**'], [] 
2023-05-10 13:52:51,064 [main] INFO  [DefaultSecurityFilterChain] [RRN="] - [STAN="] - Creating filter chain: Ant [pattern='/swagger-ui.html'], [] 
2023-05-10 13:52:51,064 [main] INFO  [DefaultSecurityFilterChain] [RRN="] - [STAN="] - Creating filter chain: Ant [pattern='/webjars/**'], [] 
2023-05-10 13:52:51,159 [main] INFO  [PropertySourcedRequestMappingHandlerMapping] [RRN="] - [STAN="] - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)] 
2023-05-10 13:52:51,452 [main] INFO  [DefaultSecurityFilterChain] [RRN="] - [STAN="] - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@32fa809f, org.springframework.security.web.context.SecurityContextPersistenceFilter@79c5460e, org.springframework.security.web.header.HeaderWriterFilter@5ec5ea63, org.springframework.web.filter.CorsFilter@788ba63e, org.springframework.security.web.authentication.logout.LogoutFilter@41dc0598, com.zeroinfinity.federatedclient.config.JwtRequestFilter@3ab6678b, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@4f94e148, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@7f37b6d9, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@12a14b74, org.springframework.security.web.session.SessionManagementFilter@650ae78c, org.springframework.security.web.access.ExceptionTranslationFilter@474821de, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@1d247525] 
2023-05-10 13:52:51,609 [main] INFO  [ThreadPoolTaskExecutor] [RRN="] - [STAN="] - Initializing ExecutorService 'applicationTaskExecutor' 
2023-05-10 13:52:52,184 [main] INFO  [Http11NioProtocol] [RRN="] - [STAN="] - Starting ProtocolHandler ["http-nio-9091"] 
2023-05-10 13:52:52,633 [main] INFO  [TomcatWebServer] [RRN="] - [STAN="] - Tomcat started on port(s): 9091 (http) with context path '' 
2023-05-10 13:52:52,667 [main] INFO  [DocumentationPluginsBootstrapper] [RRN="] - [STAN="] - Context refreshed 
2023-05-10 13:52:52,717 [main] INFO  [DocumentationPluginsBootstrapper] [RRN="] - [STAN="] - Found 1 custom documentation plugin(s) 
2023-05-10 13:52:52,771 [main] INFO  [ApiListingReferenceScanner] [RRN="] - [STAN="] - Scanning for api listing references 
2023-05-10 13:52:53,058 [main] INFO  [CachingOperationNameGenerator] [RRN="] - [STAN="] - Generating unique operation named: allModelsUsingGET_1 
2023-05-10 13:52:53,098 [main] INFO  [FederatedClientApplication] [RRN="] - [STAN="] - Started FederatedClientApplication in 6.461 seconds (JVM running for 6.798) 
2023-05-10 13:53:07,694 [http-nio-9091-exec-1] INFO  [[/]] [RRN="] - [STAN="] - Initializing Spring DispatcherServlet 'dispatcherServlet' 
2023-05-10 13:53:07,694 [http-nio-9091-exec-1] INFO  [DispatcherServlet] [RRN="] - [STAN="] - Initializing Servlet 'dispatcherServlet' 
2023-05-10 13:53:07,700 [http-nio-9091-exec-1] INFO  [DispatcherServlet] [RRN="] - [STAN="] - Completed initialization in 6 ms 
2023-05-10 13:54:45,367 [http-nio-9091-exec-5] ERROR [RestExceptionHandler] [RRN="] - [STAN="] - Generic Exception Handler envoked 
2023-05-10 14:05:13,617 [http-nio-9091-exec-8] INFO  [JwtAuthenticationController] [RRN="] - [STAN="] - Authenticating : User : admin 
2023-05-10 14:12:12,664 [http-nio-9091-exec-9] INFO  [JwtAuthenticationController] [RRN="] - [STAN="] - Authenticating : User : admin 
2023-05-10 14:12:22,720 [http-nio-9091-exec-3] INFO  [JwtAuthenticationController] [RRN="] - [STAN="] - Authenticating : User : admin 
2023-05-10 14:13:37,922 [http-nio-9091-exec-7] INFO  [JwtAuthenticationController] [RRN="] - [STAN="] - Authenticating : User : admin 
2023-05-10 14:15:49,374 [http-nio-9091-exec-4] INFO  [JwtAuthenticationController] [RRN="] - [STAN="] - Authenticating : User : admin 
2023-05-10 14:16:18,544 [http-nio-9091-exec-1] INFO  [JwtAuthenticationController] [RRN="] - [STAN="] - Authenticating : User : admin 
2023-05-10 14:16:31,341 [http-nio-9091-exec-5] INFO  [JwtAuthenticationController] [RRN="] - [STAN="] - Authenticating : User : admin 
2023-05-10 14:16:51,612 [http-nio-9091-exec-2] INFO  [JwtAuthenticationController] [RRN="] - [STAN="] - Authenticating : User : admin 
2023-05-10 14:19:10,768 [http-nio-9091-exec-3] INFO  [JwtAuthenticationController] [RRN="] - [STAN="] - Authenticating : User : admin 
2023-05-10 14:49:01,349 [main] INFO  [FederatedClientApplication] [RRN="] - [STAN="] - Starting FederatedClientApplication on Hasnain-Rabbani with PID 21828 (E:\Workspace\Eclipse\zeroinfinity\thesis\federated-client\federated-client\target\classes started by hp in E:\Workspace\Eclipse\zeroinfinity\thesis\federated-client\federated-client) 
2023-05-10 14:49:01,351 [main] INFO  [FederatedClientApplication] [RRN="] - [STAN="] - The following profiles are active: client1 
2023-05-10 14:49:02,287 [main] INFO  [EnableEncryptablePropertiesBeanFactoryPostProcessor] [RRN="] - [STAN="] - Post-processing PropertySource instances 
2023-05-10 14:49:02,368 [main] INFO  [EncryptablePropertySourceConverter] [RRN="] - [STAN="] - Converting PropertySource configurationProperties [org.springframework.boot.context.properties.source.ConfigurationPropertySourcesPropertySource] to AOP Proxy 
2023-05-10 14:49:02,369 [main] INFO  [EncryptablePropertySourceConverter] [RRN="] - [STAN="] - Converting PropertySource commandLineArgs [org.springframework.core.env.SimpleCommandLinePropertySource] to EncryptableEnumerablePropertySourceWrapper 
2023-05-10 14:49:02,371 [main] INFO  [EncryptablePropertySourceConverter] [RRN="] - [STAN="] - Converting PropertySource servletConfigInitParams [org.springframework.core.env.PropertySource$StubPropertySource] to EncryptablePropertySourceWrapper 
2023-05-10 14:49:02,371 [main] INFO  [EncryptablePropertySourceConverter] [RRN="] - [STAN="] - Converting PropertySource servletContextInitParams [org.springframework.core.env.PropertySource$StubPropertySource] to EncryptablePropertySourceWrapper 
2023-05-10 14:49:02,371 [main] INFO  [EncryptablePropertySourceConverter] [RRN="] - [STAN="] - Converting PropertySource systemProperties [org.springframework.core.env.PropertiesPropertySource] to EncryptableMapPropertySourceWrapper 
2023-05-10 14:49:02,371 [main] INFO  [EncryptablePropertySourceConverter] [RRN="] - [STAN="] - Converting PropertySource systemEnvironment [org.springframework.boot.env.SystemEnvironmentPropertySourceEnvironmentPostProcessor$OriginAwareSystemEnvironmentPropertySource] to EncryptableSystemEnvironmentPropertySourceWrapper 
2023-05-10 14:49:02,371 [main] INFO  [EncryptablePropertySourceConverter] [RRN="] - [STAN="] - Converting PropertySource random [org.springframework.boot.env.RandomValuePropertySource] to EncryptablePropertySourceWrapper 
2023-05-10 14:49:02,371 [main] INFO  [EncryptablePropertySourceConverter] [RRN="] - [STAN="] - Converting PropertySource applicationConfig: [file:./application-client1.yml] [org.springframework.boot.env.OriginTrackedMapPropertySource] to EncryptableMapPropertySourceWrapper 
2023-05-10 14:49:02,522 [main] INFO  [DefaultLazyPropertyFilter] [RRN="] - [STAN="] - Property Filter custom Bean not found with name 'encryptablePropertyFilter'. Initializing Default Property Filter 
2023-05-10 14:49:03,074 [main] INFO  [TomcatWebServer] [RRN="] - [STAN="] - Tomcat initialized with port(s): 9091 (http) 
2023-05-10 14:49:03,084 [main] INFO  [Http11NioProtocol] [RRN="] - [STAN="] - Initializing ProtocolHandler ["http-nio-9091"] 
2023-05-10 14:49:03,085 [main] INFO  [StandardService] [RRN="] - [STAN="] - Starting service [Tomcat] 
2023-05-10 14:49:03,085 [main] INFO  [StandardEngine] [RRN="] - [STAN="] - Starting Servlet engine: [Apache Tomcat/9.0.36] 
2023-05-10 14:49:03,184 [main] INFO  [[/]] [RRN="] - [STAN="] - Initializing Spring embedded WebApplicationContext 
2023-05-10 14:49:03,184 [main] INFO  [ServletWebServerApplicationContext] [RRN="] - [STAN="] - Root WebApplicationContext: initialization completed in 1754 ms 
2023-05-10 14:49:03,193 [main] INFO  [DefaultLazyPropertyResolver] [RRN="] - [STAN="] - Property Resolver custom Bean not found with name 'encryptablePropertyResolver'. Initializing Default Property Resolver 
2023-05-10 14:49:03,198 [main] INFO  [DefaultLazyPropertyDetector] [RRN="] - [STAN="] - Property Detector custom Bean not found with name 'encryptablePropertyDetector'. Initializing Default Property Detector 
2023-05-10 14:49:03,778 [main] INFO  [DefaultSecurityFilterChain] [RRN="] - [STAN="] - Creating filter chain: Ant [pattern='/v2/api-docs'], [] 
2023-05-10 14:49:03,778 [main] INFO  [DefaultSecurityFilterChain] [RRN="] - [STAN="] - Creating filter chain: Ant [pattern='/configuration/ui'], [] 
2023-05-10 14:49:03,778 [main] INFO  [DefaultSecurityFilterChain] [RRN="] - [STAN="] - Creating filter chain: Ant [pattern='/swagger-resources/**'], [] 
2023-05-10 14:49:03,778 [main] INFO  [DefaultSecurityFilterChain] [RRN="] - [STAN="] - Creating filter chain: Ant [pattern='/configuration/**'], [] 
2023-05-10 14:49:03,779 [main] INFO  [DefaultSecurityFilterChain] [RRN="] - [STAN="] - Creating filter chain: Ant [pattern='/swagger-ui.html'], [] 
2023-05-10 14:49:03,779 [main] INFO  [DefaultSecurityFilterChain] [RRN="] - [STAN="] - Creating filter chain: Ant [pattern='/webjars/**'], [] 
2023-05-10 14:49:03,818 [main] INFO  [PropertySourcedRequestMappingHandlerMapping] [RRN="] - [STAN="] - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)] 
2023-05-10 14:49:03,946 [main] INFO  [DefaultSecurityFilterChain] [RRN="] - [STAN="] - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@4ba02375, org.springframework.security.web.context.SecurityContextPersistenceFilter@6e6d4780, org.springframework.security.web.header.HeaderWriterFilter@6732726, org.springframework.web.filter.CorsFilter@7593ea79, org.springframework.security.web.authentication.logout.LogoutFilter@3b5c665c, com.zeroinfinity.federatedclient.config.JwtRequestFilter@285f38f6, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@2e73d5eb, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@3bb87d36, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@3289079a, org.springframework.security.web.session.SessionManagementFilter@69d45cca, org.springframework.security.web.access.ExceptionTranslationFilter@4c86da0c, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@35f3a22c] 
2023-05-10 14:49:04,025 [main] INFO  [ThreadPoolTaskExecutor] [RRN="] - [STAN="] - Initializing ExecutorService 'applicationTaskExecutor' 
2023-05-10 14:49:04,218 [main] INFO  [Http11NioProtocol] [RRN="] - [STAN="] - Starting ProtocolHandler ["http-nio-9091"] 
2023-05-10 14:49:04,251 [main] INFO  [TomcatWebServer] [RRN="] - [STAN="] - Tomcat started on port(s): 9091 (http) with context path '' 
2023-05-10 14:49:04,252 [main] INFO  [DocumentationPluginsBootstrapper] [RRN="] - [STAN="] - Context refreshed 
2023-05-10 14:49:04,283 [main] INFO  [DocumentationPluginsBootstrapper] [RRN="] - [STAN="] - Found 1 custom documentation plugin(s) 
2023-05-10 14:49:04,325 [main] INFO  [ApiListingReferenceScanner] [RRN="] - [STAN="] - Scanning for api listing references 
2023-05-10 14:49:04,527 [main] INFO  [CachingOperationNameGenerator] [RRN="] - [STAN="] - Generating unique operation named: allModelsUsingGET_1 
2023-05-10 14:49:04,562 [main] INFO  [FederatedClientApplication] [RRN="] - [STAN="] - Started FederatedClientApplication in 3.718 seconds (JVM running for 4.11) 
2023-05-10 14:49:37,938 [http-nio-9091-exec-1] INFO  [[/]] [RRN="] - [STAN="] - Initializing Spring DispatcherServlet 'dispatcherServlet' 
2023-05-10 14:49:37,938 [http-nio-9091-exec-1] INFO  [DispatcherServlet] [RRN="] - [STAN="] - Initializing Servlet 'dispatcherServlet' 
2023-05-10 14:49:37,945 [http-nio-9091-exec-1] INFO  [DispatcherServlet] [RRN="] - [STAN="] - Completed initialization in 7 ms 
2023-05-10 14:49:38,043 [http-nio-9091-exec-1] INFO  [JwtAuthenticationController] [RRN="] - [STAN="] - Authenticating : User : admin 
2023-05-10 14:53:15,782 [main] INFO  [FederatedClientApplication] [RRN="] - [STAN="] - Starting FederatedClientApplication on Hasnain-Rabbani with PID 10936 (E:\Workspace\Eclipse\zeroinfinity\thesis\federated-client\federated-client\target\classes started by hp in E:\Workspace\Eclipse\zeroinfinity\thesis\federated-client\federated-client) 
2023-05-10 14:53:15,785 [main] INFO  [FederatedClientApplication] [RRN="] - [STAN="] - The following profiles are active: client1 
2023-05-10 14:53:16,788 [main] INFO  [EnableEncryptablePropertiesBeanFactoryPostProcessor] [RRN="] - [STAN="] - Post-processing PropertySource instances 
2023-05-10 14:53:16,890 [main] INFO  [EncryptablePropertySourceConverter] [RRN="] - [STAN="] - Converting PropertySource configurationProperties [org.springframework.boot.context.properties.source.ConfigurationPropertySourcesPropertySource] to AOP Proxy 
2023-05-10 14:53:16,892 [main] INFO  [EncryptablePropertySourceConverter] [RRN="] - [STAN="] - Converting PropertySource commandLineArgs [org.springframework.core.env.SimpleCommandLinePropertySource] to EncryptableEnumerablePropertySourceWrapper 
2023-05-10 14:53:16,892 [main] INFO  [EncryptablePropertySourceConverter] [RRN="] - [STAN="] - Converting PropertySource servletConfigInitParams [org.springframework.core.env.PropertySource$StubPropertySource] to EncryptablePropertySourceWrapper 
2023-05-10 14:53:16,892 [main] INFO  [EncryptablePropertySourceConverter] [RRN="] - [STAN="] - Converting PropertySource servletContextInitParams [org.springframework.core.env.PropertySource$StubPropertySource] to EncryptablePropertySourceWrapper 
2023-05-10 14:53:16,893 [main] INFO  [EncryptablePropertySourceConverter] [RRN="] - [STAN="] - Converting PropertySource systemProperties [org.springframework.core.env.PropertiesPropertySource] to EncryptableMapPropertySourceWrapper 
2023-05-10 14:53:16,893 [main] INFO  [EncryptablePropertySourceConverter] [RRN="] - [STAN="] - Converting PropertySource systemEnvironment [org.springframework.boot.env.SystemEnvironmentPropertySourceEnvironmentPostProcessor$OriginAwareSystemEnvironmentPropertySource] to EncryptableSystemEnvironmentPropertySourceWrapper 
2023-05-10 14:53:16,893 [main] INFO  [EncryptablePropertySourceConverter] [RRN="] - [STAN="] - Converting PropertySource random [org.springframework.boot.env.RandomValuePropertySource] to EncryptablePropertySourceWrapper 
2023-05-10 14:53:16,893 [main] INFO  [EncryptablePropertySourceConverter] [RRN="] - [STAN="] - Converting PropertySource applicationConfig: [file:./application-client1.yml] [org.springframework.boot.env.OriginTrackedMapPropertySource] to EncryptableMapPropertySourceWrapper 
2023-05-10 14:53:17,073 [main] INFO  [DefaultLazyPropertyFilter] [RRN="] - [STAN="] - Property Filter custom Bean not found with name 'encryptablePropertyFilter'. Initializing Default Property Filter 
2023-05-10 14:53:17,943 [main] INFO  [TomcatWebServer] [RRN="] - [STAN="] - Tomcat initialized with port(s): 9091 (http) 
2023-05-10 14:53:17,961 [main] INFO  [Http11NioProtocol] [RRN="] - [STAN="] - Initializing ProtocolHandler ["http-nio-9091"] 
2023-05-10 14:53:17,963 [main] INFO  [StandardService] [RRN="] - [STAN="] - Starting service [Tomcat] 
2023-05-10 14:53:17,965 [main] INFO  [StandardEngine] [RRN="] - [STAN="] - Starting Servlet engine: [Apache Tomcat/9.0.36] 
2023-05-10 14:53:18,189 [main] INFO  [[/]] [RRN="] - [STAN="] - Initializing Spring embedded WebApplicationContext 
2023-05-10 14:53:18,190 [main] INFO  [ServletWebServerApplicationContext] [RRN="] - [STAN="] - Root WebApplicationContext: initialization completed in 2324 ms 
2023-05-10 14:53:18,200 [main] INFO  [DefaultLazyPropertyResolver] [RRN="] - [STAN="] - Property Resolver custom Bean not found with name 'encryptablePropertyResolver'. Initializing Default Property Resolver 
2023-05-10 14:53:18,206 [main] INFO  [DefaultLazyPropertyDetector] [RRN="] - [STAN="] - Property Detector custom Bean not found with name 'encryptablePropertyDetector'. Initializing Default Property Detector 
2023-05-10 14:53:18,841 [main] INFO  [FederatedClientApplication] [RRN="] - [STAN="] - Starting FederatedClientApplication on Hasnain-Rabbani with PID 19288 (E:\Workspace\Eclipse\zeroinfinity\thesis\federated-client\federated-client\target\classes started by hp in E:\Workspace\Eclipse\zeroinfinity\thesis\federated-client\federated-client) 
2023-05-10 14:53:18,847 [main] INFO  [FederatedClientApplication] [RRN="] - [STAN="] - The following profiles are active: client1 
2023-05-10 14:53:24,068 [main] INFO  [FederatedClientApplication] [RRN="] - [STAN="] - Starting FederatedClientApplication on Hasnain-Rabbani with PID 8464 (E:\Workspace\Eclipse\zeroinfinity\thesis\federated-client\federated-client\target\classes started by hp in E:\Workspace\Eclipse\zeroinfinity\thesis\federated-client\federated-client) 
2023-05-10 14:53:24,070 [main] INFO  [FederatedClientApplication] [RRN="] - [STAN="] - The following profiles are active: client1 
2023-05-10 14:53:25,247 [main] INFO  [EnableEncryptablePropertiesBeanFactoryPostProcessor] [RRN="] - [STAN="] - Post-processing PropertySource instances 
2023-05-10 14:53:25,385 [main] INFO  [EncryptablePropertySourceConverter] [RRN="] - [STAN="] - Converting PropertySource configurationProperties [org.springframework.boot.context.properties.source.ConfigurationPropertySourcesPropertySource] to AOP Proxy 
2023-05-10 14:53:25,387 [main] INFO  [EncryptablePropertySourceConverter] [RRN="] - [STAN="] - Converting PropertySource commandLineArgs [org.springframework.core.env.SimpleCommandLinePropertySource] to EncryptableEnumerablePropertySourceWrapper 
2023-05-10 14:53:25,388 [main] INFO  [EncryptablePropertySourceConverter] [RRN="] - [STAN="] - Converting PropertySource servletConfigInitParams [org.springframework.core.env.PropertySource$StubPropertySource] to EncryptablePropertySourceWrapper 
2023-05-10 14:53:25,388 [main] INFO  [EncryptablePropertySourceConverter] [RRN="] - [STAN="] - Converting PropertySource servletContextInitParams [org.springframework.core.env.PropertySource$StubPropertySource] to EncryptablePropertySourceWrapper 
2023-05-10 14:53:25,388 [main] INFO  [EncryptablePropertySourceConverter] [RRN="] - [STAN="] - Converting PropertySource systemProperties [org.springframework.core.env.PropertiesPropertySource] to EncryptableMapPropertySourceWrapper 
2023-05-10 14:53:25,388 [main] INFO  [EncryptablePropertySourceConverter] [RRN="] - [STAN="] - Converting PropertySource systemEnvironment [org.springframework.boot.env.SystemEnvironmentPropertySourceEnvironmentPostProcessor$OriginAwareSystemEnvironmentPropertySource] to EncryptableSystemEnvironmentPropertySourceWrapper 
2023-05-10 14:53:25,388 [main] INFO  [EncryptablePropertySourceConverter] [RRN="] - [STAN="] - Converting PropertySource random [org.springframework.boot.env.RandomValuePropertySource] to EncryptablePropertySourceWrapper 
2023-05-10 14:53:25,388 [main] INFO  [EncryptablePropertySourceConverter] [RRN="] - [STAN="] - Converting PropertySource applicationConfig: [file:./application-client1.yml] [org.springframework.boot.env.OriginTrackedMapPropertySource] to EncryptableMapPropertySourceWrapper 
2023-05-10 14:53:25,694 [main] INFO  [DefaultLazyPropertyFilter] [RRN="] - [STAN="] - Property Filter custom Bean not found with name 'encryptablePropertyFilter'. Initializing Default Property Filter 
2023-05-10 14:53:26,673 [main] INFO  [TomcatWebServer] [RRN="] - [STAN="] - Tomcat initialized with port(s): 9091 (http) 
2023-05-10 14:53:26,687 [main] INFO  [Http11NioProtocol] [RRN="] - [STAN="] - Initializing ProtocolHandler ["http-nio-9091"] 
2023-05-10 14:53:26,689 [main] INFO  [StandardService] [RRN="] - [STAN="] - Starting service [Tomcat] 
2023-05-10 14:53:26,689 [main] INFO  [StandardEngine] [RRN="] - [STAN="] - Starting Servlet engine: [Apache Tomcat/9.0.36] 
2023-05-10 14:53:26,916 [main] INFO  [[/]] [RRN="] - [STAN="] - Initializing Spring embedded WebApplicationContext 
2023-05-10 14:53:26,916 [main] INFO  [ServletWebServerApplicationContext] [RRN="] - [STAN="] - Root WebApplicationContext: initialization completed in 2771 ms 
2023-05-10 14:53:26,932 [main] INFO  [DefaultLazyPropertyResolver] [RRN="] - [STAN="] - Property Resolver custom Bean not found with name 'encryptablePropertyResolver'. Initializing Default Property Resolver 
2023-05-10 14:53:26,936 [main] INFO  [DefaultLazyPropertyDetector] [RRN="] - [STAN="] - Property Detector custom Bean not found with name 'encryptablePropertyDetector'. Initializing Default Property Detector 
2023-05-10 14:53:28,245 [main] INFO  [DefaultSecurityFilterChain] [RRN="] - [STAN="] - Creating filter chain: Ant [pattern='/v2/api-docs'], [] 
2023-05-10 14:53:28,246 [main] INFO  [DefaultSecurityFilterChain] [RRN="] - [STAN="] - Creating filter chain: Ant [pattern='/configuration/ui'], [] 
2023-05-10 14:53:28,246 [main] INFO  [DefaultSecurityFilterChain] [RRN="] - [STAN="] - Creating filter chain: Ant [pattern='/swagger-resources/**'], [] 
2023-05-10 14:53:28,246 [main] INFO  [DefaultSecurityFilterChain] [RRN="] - [STAN="] - Creating filter chain: Ant [pattern='/configuration/**'], [] 
2023-05-10 14:53:28,246 [main] INFO  [DefaultSecurityFilterChain] [RRN="] - [STAN="] - Creating filter chain: Ant [pattern='/swagger-ui.html'], [] 
2023-05-10 14:53:28,246 [main] INFO  [DefaultSecurityFilterChain] [RRN="] - [STAN="] - Creating filter chain: Ant [pattern='/webjars/**'], [] 
2023-05-10 14:53:28,303 [main] INFO  [PropertySourcedRequestMappingHandlerMapping] [RRN="] - [STAN="] - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)] 
2023-05-10 14:53:28,491 [main] INFO  [DefaultSecurityFilterChain] [RRN="] - [STAN="] - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@7b81616b, org.springframework.security.web.context.SecurityContextPersistenceFilter@3b48e183, org.springframework.security.web.header.HeaderWriterFilter@3c3820bb, org.springframework.web.filter.CorsFilter@15d42ccb, org.springframework.security.web.authentication.logout.LogoutFilter@47d023b7, com.zeroinfinity.federatedclient.config.JwtRequestFilter@54657dd2, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@30c1da48, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@24a86066, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@279dd959, org.springframework.security.web.session.SessionManagementFilter@d1d8e1a, org.springframework.security.web.access.ExceptionTranslationFilter@21ba2445, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@7e7fe6d] 
2023-05-10 14:53:28,639 [main] INFO  [ThreadPoolTaskExecutor] [RRN="] - [STAN="] - Initializing ExecutorService 'applicationTaskExecutor' 
2023-05-10 14:53:28,894 [main] INFO  [Http11NioProtocol] [RRN="] - [STAN="] - Starting ProtocolHandler ["http-nio-9091"] 
2023-05-10 14:53:28,953 [main] INFO  [TomcatWebServer] [RRN="] - [STAN="] - Tomcat started on port(s): 9091 (http) with context path '' 
2023-05-10 14:53:28,954 [main] INFO  [DocumentationPluginsBootstrapper] [RRN="] - [STAN="] - Context refreshed 
